title	filepath	directory	class_name	class_idx	global_label
Jackfruit tree out our window at Villa Anamika	imagenet_images_flickr/n07754684/2362742171.jpg	n07754684	jackfruit	324	131
Not a hummingbird	imagenet_images_flickr/n01833805/2443482830.jpg	n01833805	hummingbird	415	160
Blackbelly sheep at the fair	imagenet_images_flickr/n02412080/967591637.jpg	n02412080	ram	81	136
red over pink	imagenet_images_flickr/n07768694/607318544.jpg	n07768694	pomegranate	326	207
unknown part of dominator ship wreck in p.v.	imagenet_images_flickr/n04606251/2379287376.jpg	n04606251	wreck	248	194
Screw	imagenet_images_flickr/n04153751/72970732.jpg	n04153751	screw	587	243
des ark	imagenet_images_flickr/n04296562/3097024878.jpg	n04296562	stage	804	123
Crowned Crane	imagenet_images_flickr/n02012849/242542596.jpg	n02012849	crane	429	166
100_5050	imagenet_images_flickr/n03721384/2480866016.jpg	n03721384	marimba	339	196
Solo at Sunset	imagenet_images_flickr/n02894605/1565085323.jpg	n02894605	breakwater	719	224
Taylor Titch	imagenet_images_flickr/n04592741/2640271016.jpg	n04592741	wing	503	32
creature	imagenet_images_flickr/n02526121/362596741.jpg	n02526121	eel	451	152
Capitol Roof - Capitol Dome	imagenet_images_flickr/n03220513/2583470946.jpg	n03220513	dome	897	67
Spermophorella sp. (Lacewing)	imagenet_images_flickr/n02264363/3427410863.jpg	n02264363	lacewing	638	4
DEFENDER	imagenet_images_flickr/n03594945/442734071.jpg	n03594945	jeep	269	205
Chimp FUTAB	imagenet_images_flickr/n02481823/1951764460.jpg	n02481823	chimpanzee	96	226
Valloe Castle	imagenet_images_flickr/n02980441/2495709478.jpg	n02980441	castle	701	129
REDSHANK - LAVELL'S LAKE,BERKS.	imagenet_images_flickr/n02028035/31770555.jpg	n02028035	redshank	435	53
Centipede	imagenet_images_flickr/n01784675/99433413.jpg	n01784675	centipede	611	242
Green Lock	imagenet_images_flickr/n03874599/2682658129.jpg	n03874599	padlock	584	94
Barbary Macaques monkey in Gibraltar	imagenet_images_flickr/n02487347/1818647313.jpg	n02487347	macaque	138	65
Red ribbon	imagenet_images_flickr/n02869837/312609714.jpg	n02869837	bonnet	805	39
American Bittern	imagenet_images_flickr/n02011460/438385493.jpg	n02011460	bittern	428	216
full metal tricycle	imagenet_images_flickr/n04482393/470816504.jpg	n04482393	tricycle	291	249
Tram	imagenet_images_flickr/n04335435/2608517550.jpg	n04335435	streetcar	287	48
cat fight!	imagenet_images_flickr/n02123045/7533952.jpg	n02123045	tabby	174	73
Cool Vintage Asatic Microphone	imagenet_images_flickr/n03759954/2362083020.jpg	n03759954	microphone	509	47
"I <3 the ""hot beverage center"""	imagenet_images_flickr/n04442312/3142404865.jpg	n04442312	toaster	664	175
Hornbill Two	imagenet_images_flickr/n01829413/2268597182.jpg	n01829413	hornbill	414	217
121	imagenet_images_flickr/n04487081/1357911426.jpg	n04487081	trolleybus	882	11
TOSL *Girl's Best Friend* Necklace in Cosmopolitan	imagenet_images_flickr/n03814906/3623682807.jpg	n03814906	necklace	755	83
Dam on Lochan na Lairige	imagenet_images_flickr/n03160309/1182147850.jpg	n03160309	dam	720	159
Slate supervises	imagenet_images_flickr/n02112137/439797009.jpg	n02112137	chow	168	185
DSC_0009	imagenet_images_flickr/n03459775/2735443540.jpg	n03459775	grille	725	198
Burbujas	imagenet_images_flickr/n09229709/3231446608.jpg	n09229709	bubble	992	52
jackfruit	imagenet_images_flickr/n07754684/492436719.jpg	n07754684	jackfruit	324	131
Crayfish	imagenet_images_flickr/n01985128/1277839925.jpg	n01985128	crayfish	619	134
Stingray	imagenet_images_flickr/n01498041/297906238.jpg	n01498041	stingray	446	173
Fountain Square	imagenet_images_flickr/n03388043/2724304341.jpg	n03388043	fountain	712	128
jackfruit	imagenet_images_flickr/n07754684/1260011090.jpg	n07754684	jackfruit	324	131
Linda feeding a wallaby	imagenet_images_flickr/n01877812/1445926575.jpg	n01877812	wallaby	216	22
03-Bruid-en-Bruidegom (30)	imagenet_images_flickr/n10148035/3661739027.jpg	n10148035	groom	848	150
If music be the food of love, play on...	imagenet_images_flickr/n02672831/274180298.jpg	n02672831	accordion	223	21
Brown Turkey Fig	imagenet_images_flickr/n07753113/4299868504.jpg	n07753113	fig	321	9
Junco	imagenet_images_flickr/n01534433/3007132251.jpg	n01534433	junco	389	51
Ocean Joseph with John	imagenet_images_flickr/n01882714/933036573.jpg	n01882714	koala	213	187
Ilama	imagenet_images_flickr/n02437616/287326952.jpg	n02437616	llama	186	1
Vaults	imagenet_images_flickr/n04523525/696750487.jpg	n04523525	vault	990	227
Rapeseed Field in Lord Feversham's Estate in Duncombe Park	imagenet_images_flickr/n11879895/476011141.jpg	n11879895	rapeseed	330	114
helix	imagenet_images_flickr/n03065424/2682476453.jpg	n03065424	coil	698	17
IMG_2666.JPG	imagenet_images_flickr/n09468604/2061303544.jpg	n09468604	valley	360	141
Grasshopper in the French Alps	imagenet_images_flickr/n02226429/848212214.jpg	n02226429	grasshopper	631	37
São Paulo-Centro-IGREJA DO CARMO (Our Lady of Carmel Church)	imagenet_images_flickr/n03028079/354490583.jpg	n03028079	church	690	168
Shanti stupa	imagenet_images_flickr/n04346328/379099872.jpg	n04346328	stupa	692	113
Chestnut-mandibled Toucan; Ramphastos swainsonii; Ramphastos ambiguus	imagenet_images_flickr/n01843383/2798606425.jpg	n01843383	toucan	417	203
money syringe	imagenet_images_flickr/n04376876/457999253.jpg	n04376876	syringe	531	179
flanders field canadian memorial plaque	imagenet_images_flickr/n02892201/2501023961.jpg	n02892201	brass	716	176
Baboon female and male	imagenet_images_flickr/n02486410/420879921.jpg	n02486410	baboon	137	144
IMG_0755	imagenet_images_flickr/n01768244/2698530567.jpg	n01768244	trilobite	601	232
Socks & Boots	imagenet_images_flickr/n04254777/390820562.jpg	n04254777	sock	986	15
Finished Those Ugly Socks...	imagenet_images_flickr/n04254777/2366614272.jpg	n04254777	sock	986	15
Speckled bush cricket (Leptophyes punctatissima) adult male	imagenet_images_flickr/n02229544/2873025360.jpg	n02229544	cricket	632	75
20080521_Stand_23	imagenet_images_flickr/n07697313/2546039883.jpg	n07697313	cheeseburger	993	225
Cupcake Teapot	imagenet_images_flickr/n04398044/3605484036.jpg	n04398044	teapot	675	230
Ricky the Toucan	imagenet_images_flickr/n01843383/2749826622.jpg	n01843383	toucan	417	203
Lamp shade	imagenet_images_flickr/n03637318/2331262835.jpg	n03637318	lampshade	814	30
Boba Tea House Menu / Prices - Left side	imagenet_images_flickr/n07565083/3382367896.jpg	n07565083	menu	803	103
Ebony Langur	imagenet_images_flickr/n02488291/487492098.jpg	n02488291	langur	203	221
Blue crane / Anthropoides paradisea	imagenet_images_flickr/n02012849/2391034399.jpg	n02012849	crane	429	166
Echidna	imagenet_images_flickr/n01872401/781857869.jpg	n01872401	echidna	215	19
scarlet macaw	imagenet_images_flickr/n01818515/2929087515.jpg	n01818515	macaw	409	120
砂卡噹步道_07_枯水期的砂卡噹溪谷	imagenet_images_flickr/n09468604/78938749.jpg	n09468604	valley	360	141
Tiny sand bar island	imagenet_images_flickr/n09421951/4052168373.jpg	n09421951	sandbar	364	89
Hippopotamus	imagenet_images_flickr/n02398521/487285409.jpg	n02398521	hippopotamus	167	81
Baboon	imagenet_images_flickr/n02486410/506429816.jpg	n02486410	baboon	137	144
Cemetery Labyrinth	imagenet_images_flickr/n03733281/3184080936.jpg	n03733281	maze	922	211
Smoked Sausage, Mac & Cheese, and Steamed Broccoli	imagenet_images_flickr/n07714990/2855455170.jpg	n07714990	broccoli	737	45
Suncoast Sanctuary	imagenet_images_flickr/n02481823/2105369346.jpg	n02481823	chimpanzee	96	226
Canola time 1	imagenet_images_flickr/n11879895/2687012691.jpg	n11879895	rapeseed	330	114
varde_screws_0795	imagenet_images_flickr/n04153751/30042248.jpg	n04153751	screw	587	243
Jaguar	imagenet_images_flickr/n02128925/2164325443.jpg	n02128925	jaguar	30	156
Hornbill	imagenet_images_flickr/n01829413/2630089192.jpg	n01829413	hornbill	414	217
pygmy marmoset	imagenet_images_flickr/n02490219/584562232.jpg	n02490219	marmoset	175	44
Little Bittern (Ixobrychus minutus)	imagenet_images_flickr/n02011460/2756409401.jpg	n02011460	bittern	428	216
odometer	imagenet_images_flickr/n03841143/2739759304.jpg	n03841143	odometer	520	110
Indian Monsooned Malabar Espresso	imagenet_images_flickr/n07920052/181741818.jpg	n07920052	espresso	947	16
GUACAMOLE	imagenet_images_flickr/n07583066/3755213171.jpg	n07583066	guacamole	813	236
St. Theresa's Labyrinth-2, Juneau	imagenet_images_flickr/n03733281/3306931930.jpg	n03733281	maze	922	211
IMG_0186	imagenet_images_flickr/n02279972/265620950.jpg	n02279972	monarch	643	157
Just for the record - flower bee	imagenet_images_flickr/n02206856/2414976879.jpg	n02206856	bee	630	204
Vladislav Hall, Old Royal Palace	imagenet_images_flickr/n04523525/487944074.jpg	n04523525	vault	990	227
Kori Bustard Duma Tau 090506	imagenet_images_flickr/n02018795/154248987.jpg	n02018795	bustard	432	213
165-6582_IMG	imagenet_images_flickr/n02128385/229173067.jpg	n02128385	leopard	85	212
Artista	imagenet_images_flickr/n04141076/2598632305.jpg	n04141076	sax	355	50
100_0045	imagenet_images_flickr/n02110063/1225876432.jpg	n02110063	malamute	15	118
Colletes bee	imagenet_images_flickr/n02206856/26589803.jpg	n02206856	bee	630	204
FotG 3: Pervasive Pineapple	imagenet_images_flickr/n07753275/558144229.jpg	n07753275	pineapple	322	220
Australian Rainbow Lorikeet 19.06.08	imagenet_images_flickr/n01820546/2592117566.jpg	n01820546	lorikeet	411	58
(496) Warnemünde, Leuchtfeuer - Ostmole [Explore]	imagenet_images_flickr/n02814860/2853734952.jpg	n02814860	beacon	733	5
pretty little golden cauliflowers	imagenet_images_flickr/n07715103/276509380.jpg	n07715103	cauliflower	738	20
New Flame and Salvage Ships	imagenet_images_flickr/n04606251/2237728716.jpg	n04606251	wreck	248	194
Karangahake Gorge	imagenet_images_flickr/n02088364/338150514.jpg	n02088364	beagle	132	235
roseate spoonbill	imagenet_images_flickr/n02006656/505073986.jpg	n02006656	spoonbill	424	122
130-3062_IMG	imagenet_images_flickr/n02128385/229870454.jpg	n02128385	leopard	85	212
birds	imagenet_images_flickr/n02007558/129591081.jpg	n02007558	flamingo	425	59
jellyfish (CIMG1255)	imagenet_images_flickr/n01910747/34909511.jpg	n01910747	jellyfish	647	98
Typhoon surge waves, Sunabe Seawall, Okinawa	imagenet_images_flickr/n02894605/185417968.jpg	n02894605	breakwater	719	224
水母	imagenet_images_flickr/n01910747/78471998.jpg	n01910747	jellyfish	647	98
Yummy Oranges	imagenet_images_flickr/n07747607/9746444.jpg	n07747607	orange	319	96
Hanuman Langur	imagenet_images_flickr/n02488291/2022793986.jpg	n02488291	langur	203	221
Mr. Humphries	imagenet_images_flickr/n02342885/309526528.jpg	n02342885	hamster	157	183
Lamps	imagenet_images_flickr/n03637318/861782439.jpg	n03637318	lampshade	814	30
Floyd Ott's broccoli	imagenet_images_flickr/n07714990/2226434153.jpg	n07714990	broccoli	737	45
Dishwasher	imagenet_images_flickr/n03207941/384246216.jpg	n03207941	dishwasher	667	237
Bridal shoot in Kent	imagenet_images_flickr/n11879895/2518769202.jpg	n11879895	rapeseed	330	114
squeesh	imagenet_images_flickr/n02137549/290338669.jpg	n02137549	mongoose	74	231
heart mittens	imagenet_images_flickr/n03775071/4081259017.jpg	n03775071	mitten	871	62
Cloud	imagenet_images_flickr/n01882714/399688064.jpg	n01882714	koala	213	187
Amy Graduates with a Master	imagenet_images_flickr/n03787032/331130709.jpg	n03787032	mortarboard	854	43
Espresso with S	imagenet_images_flickr/n07920052/2959228092.jpg	n07920052	espresso	947	16
Spiral stair	imagenet_images_flickr/n03065424/120998375.jpg	n03065424	coil	698	17
Ostriches	imagenet_images_flickr/n01518878/91460440.jpg	n01518878	ostrich	385	23
Toucan	imagenet_images_flickr/n01843383/497130776.jpg	n01843383	toucan	417	203
Marmoset and baby	imagenet_images_flickr/n02490219/140323780.jpg	n02490219	marmoset	175	44
Sleeping Porcupine	imagenet_images_flickr/n02346627/425998792.jpg	n02346627	porcupine	13	228
Big, Bold and Beautiful	imagenet_images_flickr/n02256656/2837954585.jpg	n02256656	cicada	636	189
She let us pick the fruit	imagenet_images_flickr/n07754684/1353956114.jpg	n07754684	jackfruit	324	131
LARGE OLD BARN ON RT14	imagenet_images_flickr/n02793495/1413116464.jpg	n02793495	barn	683	100
apple #1 teapot	imagenet_images_flickr/n04398044/299112625.jpg	n04398044	teapot	675	230
kimono!	imagenet_images_flickr/n03617480/97540838.jpg	n03617480	kimono	770	29
Sombrero	imagenet_images_flickr/n04259630/6380153.jpg	n04259630	sombrero	925	49
Hamlyn Bev	imagenet_images_flickr/n01882714/2216121588.jpg	n01882714	koala	213	187
3/12/07 Moped Monday	imagenet_images_flickr/n03785016/420172763.jpg	n03785016	moped	277	119
Green Lacewing with Gold Eyes	imagenet_images_flickr/n02264363/3859580125.jpg	n02264363	lacewing	638	4
Red Hot Chili PeppersRed Hot Chili Peppers - Berlin 2006	imagenet_images_flickr/n04296562/307932694.jpg	n04296562	stage	804	123
Frosted Pink Hearts Dichroic And Lamp Work Jewelry Set Necklace Earrings and Bracelet	imagenet_images_flickr/n03814906/3650857713.jpg	n03814906	necklace	755	83
012.JPG	imagenet_images_flickr/n02100583/1407741056.jpg	n02100583	vizsla	90	64
lamp shades	imagenet_images_flickr/n03637318/2907350101.jpg	n03637318	lampshade	814	30
121 on Temporary Wire	imagenet_images_flickr/n04487081/2036446014.jpg	n04487081	trolleybus	882	11
PICT1372	imagenet_images_flickr/n02100583/73360805.jpg	n02100583	vizsla	90	64
langur climbing the tree	imagenet_images_flickr/n02488291/24224099.jpg	n02488291	langur	203	221
Espresso Shot	imagenet_images_flickr/n07920052/2276260601.jpg	n07920052	espresso	947	16
かば(Hippopotamus)	imagenet_images_flickr/n02398521/256036581.jpg	n02398521	hippopotamus	167	81
onion, bell pepper, goat cheese, and basil pizza	imagenet_images_flickr/n07873807/2702953354.jpg	n07873807	pizza	948	245
Homemade top whorl drop spindle	imagenet_images_flickr/n04277352/443805489.jpg	n04277352	spindle	775	26
3 Pitchers	imagenet_images_flickr/n03950228/3694223399.jpg	n03950228	pitcher	983	186
Ruby	imagenet_images_flickr/n07768694/2983092726.jpg	n07768694	pomegranate	326	207
yes, mom	imagenet_images_flickr/n02110806/2145413364.jpg	n02110806	basenji	84	115
Marina Grande	imagenet_images_flickr/n09428293/1131531531.jpg	n09428293	seashore	367	63
Kevin on Tractor at Heritage Farm, West Virginia	imagenet_images_flickr/n04465501/2282692077.jpg	n04465501	tractor	289	155
Thatched Roofed House	imagenet_images_flickr/n04417672/2976033459.jpg	n04417672	thatch	989	40
Columcille Megalith Park 501	imagenet_images_flickr/n03743016/2985761853.jpg	n03743016	megalith	717	239
abacus	imagenet_images_flickr/n02666196/375543534.jpg	n02666196	abacus	547	80
赤足鷸 Redshanks	imagenet_images_flickr/n02028035/77063331.jpg	n02028035	redshank	435	53
The Diving Cliffs	imagenet_images_flickr/n09246464/178149922.jpg	n09246464	cliff	359	246
Tabby on Asphalt	imagenet_images_flickr/n02123045/1120749861.jpg	n02123045	tabby	174	73
disjointed legs	imagenet_images_flickr/n03594734/40178415.jpg	n03594734	jean	748	164
Four birds, four eyes and six legs	imagenet_images_flickr/n02037110/2322844622.jpg	n02037110	oystercatcher	437	111
Jaguar 4612	imagenet_images_flickr/n02128925/1834774302.jpg	n02128925	jaguar	30	156
Danaus plexippus - Monarch, NGID1114578382	imagenet_images_flickr/n02279972/3808094173.jpg	n02279972	monarch	643	157
Cicadellid leafhopper, Panama	imagenet_images_flickr/n02259212/306796222.jpg	n02259212	leafhopper	637	154
Scarlet Macaws	imagenet_images_flickr/n01818515/2421535999.jpg	n01818515	macaw	409	120
Ottawa 404	imagenet_images_flickr/n03710193/3425598334.jpg	n03710193	mailbox	917	121
Trolley bus ex London Transpor-1	imagenet_images_flickr/n04487081/2454369626.jpg	n04487081	trolleybus	882	11
padlock_12	imagenet_images_flickr/n03874599/455230059.jpg	n03874599	padlock	584	94
Chabahil Stupa	imagenet_images_flickr/n04346328/286522755.jpg	n04346328	stupa	692	113
Mitred-Langur(ssp.melalophos)07	imagenet_images_flickr/n02488291/490430390.jpg	n02488291	langur	203	221
Babero	imagenet_images_flickr/n02834397/4252054366.jpg	n02834397	bib	941	165
sock wars round one complete!	imagenet_images_flickr/n04254777/252378325.jpg	n04254777	sock	986	15
Darling Harbour	imagenet_images_flickr/n03355925/2152586453.jpg	n03355925	flagpole	995	108
Tabby (minolta SRT101) cat	imagenet_images_flickr/n02123045/255654875.jpg	n02123045	tabby	174	73
AN Burger	imagenet_images_flickr/n07697537/3598972135.jpg	n07697537	hotdog	885	25
Wedding / Bruiloft	imagenet_images_flickr/n10148035/4320218618.jpg	n10148035	groom	848	150
Flamingo. Lincoln Park Zoo	imagenet_images_flickr/n02007558/2412290950.jpg	n02007558	flamingo	425	59
Hyena	imagenet_images_flickr/n02117135/481490694.jpg	n02117135	hyena	34	126
広島電鉄 Hiroshima trams	imagenet_images_flickr/n04335435/2257605922.jpg	n04335435	streetcar	287	48
more flamingos	imagenet_images_flickr/n02007558/135139621.jpg	n02007558	flamingo	425	59
Más burbujas	imagenet_images_flickr/n09229709/2271975721.jpg	n09229709	bubble	992	52
rows of corn	imagenet_images_flickr/n12144580/2677650182.jpg	n12144580	corn	331	18
senza titolo	imagenet_images_flickr/n03874599/2290637345.jpg	n03874599	padlock	584	94
Trilobite	imagenet_images_flickr/n01768244/467451107.jpg	n01768244	trilobite	601	232
Snail in garden	imagenet_images_flickr/n01944390/2530456233.jpg	n01944390	snail	653	223
Cheetah	imagenet_images_flickr/n02130308/2166507906.jpg	n02130308	cheetah	206	124
tall ship	imagenet_images_flickr/n03216828/1635398491.jpg	n03216828	dock	715	161
Umbrella	imagenet_images_flickr/n04507155/616598270.jpg	n04507155	umbrella	220	54
Cucumis sativus 'Lemon'	imagenet_images_flickr/n07749582/2133627096.jpg	n07749582	lemon	320	171
photo.jpg	imagenet_images_flickr/n07697537/3327468573.jpg	n07697537	hotdog	885	25
Orangutan crossing	imagenet_images_flickr/n02480495/755413473.jpg	n02480495	orangutan	83	145
Black Capped Chickadee (Poecile atricapillus)	imagenet_images_flickr/n01592084/2420026994.jpg	n01592084	chickadee	395	8
St. Vincent Alley Barber Shop	imagenet_images_flickr/n02791270/1301812514.jpg	n02791270	barbershop	705	90
Giant Ants Invade Atlanta Airport	imagenet_images_flickr/n02219486/100070081.jpg	n02219486	ant	224	137
sea-otters-morro-rock_A	imagenet_images_flickr/n02444819/521882027.jpg	n02444819	otter	212	7
Pretty on Pink	imagenet_images_flickr/n02165456/2692489466.jpg	n02165456	ladybug	622	244
Poecilotheria Tigrinawesseli Exuvium	imagenet_images_flickr/n01774750/2597473877.jpg	n01774750	tarantula	608	184
01 cheetah	imagenet_images_flickr/n02130308/135509889.jpg	n02130308	cheetah	206	124
starfish	imagenet_images_flickr/n02317335/467989556.jpg	n02317335	starfish	225	163
